name,city,country,latitude,longitude,type
SF-CA-USA-Station-01,,,37.794,-122.406,LEO Ground Station
DF0OHM Cross-Yagi VHF,,,49.45262,11.09435,LEO Ground Station
DF0OHM Cross-Yagi UHF,,,49.45262,11.09435,LEO Ground Station
UB3ALB-3,,,55.575928,37.142732,LEO Ground Station
ps_ground_station2,,,39.8623,32.7393,LEO Ground Station
ps_ground_station3,,,39.8623,32.7393,LEO Ground Station
VihtiSAT-GS-2,,,60.367,24.438,LEO Ground Station
GS PAKUBUWONO AMSAT-ID,,,-6.235,106.793,LEO Ground Station
Culver,,,34.0259684,-118.385548,LEO Ground Station
ISAE.Supaero UHF,,,43.5644896,1.4755066,LEO Ground Station
BEEGND-Experimental,,,52.515059,13.323643,LEO Ground Station
Henley Beach Station 1,,,-34.919680005287994,138.49340762022916,LEO Ground Station
Rommac S-Band Ground Station,,,33.2885,-111.867,LEO Ground Station
kk4anb-savannah,,,32.076176,-81.088371,LEO Ground Station
Rivendell,,,60.225,24.93,LEO Ground Station
esc,,,50.132592,14.51633,LEO Ground Station
Tokyo-430-QFH,,,35.6581,139.7516,LEO Ground Station
satnogs01,,,48.77,9.13,LEO Ground Station
EA4IQL,,,40.428,-3.707,LEO Ground Station
DolomEdge-1,,,45.661673,11.496268,LEO Ground Station
CHIBA-UHF-QFH,,,35.64583,140.04167,LEO Ground Station
KB3IAI_VHF,,,39.048,-76.697,LEO Ground Station
UdangeScope,,,49.637,5.773,LEO Ground Station
Shamika_Test_GS,,,6.558,80.011,LEO Ground Station
Laid-Back Observatory Aruba,,,12.4529,-69.951,LEO Ground Station
EA3GKP Bellaterra,,,41.496203,2.080809,LEO Ground Station
sil01,,,46.62796,10.7737,LEO Ground Station
OE9BKJ,,,47.468,9.731,LEO Ground Station
VO1BIL-SATNOGS1,,,47.35,-53.327,LEO Ground Station
lukstat,,,51.0940287,17.2069404,LEO Ground Station
S-Band 2026B,,,33.417481,-111.933051,LEO Ground Station
KN6BKT-433,,,34.11997,-118.07799,LEO Ground Station
Hackerspace.gr 1,,,38.01697,23.7314,LEO Ground Station
KB9JHU,,,39.236,-86.305,LEO Ground Station
SV1IYO,,,38.024,23.733,LEO Ground Station
oe6xug,,,47.058979,15.460038,LEO Ground Station
SV1QZZ - UHF #1,,,38.022,23.828,LEO Ground Station
YFK,,,37.956,23.765,LEO Ground Station
SZ1SV,,,38.0047,23.70054,LEO Ground Station
OZ9AEC (SDR Makerspace Test),,,55.634,12.601,LEO Ground Station
FACT,,,53.402,-2.978,LEO Ground Station
VK5QI-2M,,,-34.7207,138.6927,LEO Ground Station
VK7HSE,,,-42.992,147.31,LEO Ground Station
Avia,,,36.96089,22.14489,LEO Ground Station
Ferns-1,,,43.283,-87.977,LEO Ground Station
Binar-SN-01,,,-32.064875,115.85455,LEO Ground Station
Binar-SatNOGS,,,-32.064875,115.85455,LEO Ground Station
N7IPY,,,38.771,-121.29,LEO Ground Station
SV1IYO/A,,,38.395,21.828,LEO Ground Station
NB3T - VHF,,,37.194,-80.489,LEO Ground Station
NB3T - UHF,,,37.194,-80.489,LEO Ground Station
GI7UGV - UHF,,,54.594,-5.713,LEO Ground Station
SV1QZZ - UHF #2,,,37.9991,23.7063,LEO Ground Station
G7KSE VHF,,,54.488,-3.588,LEO Ground Station
LA1NGS,,,63.41817,10.39957,LEO Ground Station
Technikraum Lanzenhäusern,,,46.83588,7.35018,LEO Ground Station
Chicago1,,,41.84,-87.64,LEO Ground Station
Chartreuse - Rotator,,,45.268,5.608,LEO Ground Station
IAC Testing,,,28.463938,-16.262598,LEO Ground Station
Saurav Paudel,,,27.6162,85.5399,LEO Ground Station
DE8MSH,,,53.05561,8.89172,LEO Ground Station
DB0RV,,,47.807,9.633,LEO Ground Station
ESAC Ground Station,,,40.4442,-3.9527,LEO Ground Station
OZ7SAT,,,55.632602,12.600354,LEO Ground Station
KC5DP,,,30.5862,-90.498159,LEO Ground Station
Schinderberge 70cm,,,51.932131,12.710188,LEO Ground Station
IntimelyEights-vhf,,,42.293,-71.15,LEO Ground Station
IntimelyEights-uhf,,,42.293,-71.15,LEO Ground Station
ZL4VBJ VHF,,,-46.358267,168.559398,LEO Ground Station
Selinia,,,37.931,23.528,LEO Ground Station
Aardvark Station #1,,,49.217,-122.91,LEO Ground Station
Bart Mercier,,,49.038474,1.94413,LEO Ground Station
teon,,,53.378957,14.469831,LEO Ground Station
ZR6TG Sat Ground Station (UHF),,,-26.709,27.834,LEO Ground Station
F4IIL,,,44.752,4.822,LEO Ground Station
Dale Kubichek,,,40.330361,-84.216254,LEO Ground Station
QG62,,,-27.8635,153.3152,LEO Ground Station
KE8FZT - UHF,,,42.209,-85.6075,LEO Ground Station
Massena,,,43.641937,3.929062,LEO Ground Station
OE9CPV - stoffl,,,47.094166,9.900062,LEO Ground Station
VJTI Satellite Club,,,19.022,72.857,LEO Ground Station
OZ6BL-VHF,,,55.83904,12.39592,LEO Ground Station
Rokantiskes,,,54.705693,25.379382,LEO Ground Station
Gruna Test Station,,,51.03004792,13.77913526,LEO Ground Station
Rocky,,,41.706047,-73.8954,LEO Ground Station
N8BSD-VHF-1,,,36.06,-115.18,LEO Ground Station
Herzogenrath,,,50.836273,6.071981,LEO Ground Station
DO9SD,,,51.45274,7.96972,LEO Ground Station
SV1RVP/TEST01,,,37.955646,23.719981,LEO Ground Station
SV1RVP/TEST02,,,37.955646,23.719981,LEO Ground Station
SV1RVP/Portable/Hamvention,,,39.7,-83.939,LEO Ground Station
YO3GCF-VHF-1,,,44.626,26.124,LEO Ground Station
AirDivision_UEM_GroundStation,,,40.372993,-3.919725,LEO Ground Station
Victoria and Albert Museum,,,51.4966392,-0.17218,LEO Ground Station
OZ3RF TEST,,,57.013805,9.987389,LEO Ground Station
ka4jwb-fixed,,,36.848,-87.55,LEO Ground Station
APN01,,,45.053,-83.458,LEO Ground Station
GS UVA,,,41.6621,-4.7055,LEO Ground Station
AHV-VHF,,,-34.448,138.383,LEO Ground Station
AHV-UHF,,,-34.448,138.383,LEO Ground Station
VKSDR VHF/UHF,,,-33.62,151.33,LEO Ground Station
RIYADH1,,,24.7708,46.7083,LEO Ground Station
VK5JO-2M-TEST,,,-34.828889,138.499167,LEO Ground Station
SV1RVP / NOA,,,38.048058,23.864377,LEO Ground Station
Marcs,,,48.64358,2.231068,LEO Ground Station
PA3RVG VHF,,,51.472,5.558,LEO Ground Station
DINO,,,14.746722,121.03722,LEO Ground Station
DJ0LRC,,,47.801,9.41133,LEO Ground Station
KU2Y,,,40.03,-75.34,LEO Ground Station
Hamvention Demo Station,,,39.700479,-83.939205,LEO Ground Station
bg8ixq,,,29.612517,106.512097,LEO Ground Station
EA6WQ - Tomas Orzaez,,,39.5666,3.2095,LEO Ground Station
ok1phu-1,,,49.763,15.919,LEO Ground Station
Lacuna1,,,52.102,5.1797,LEO Ground Station
9w2gee,,,1.47389,103.77019,LEO Ground Station
WA4OSH-VHF,,,47.4913509,-121.7843942,LEO Ground Station
st1,,,50.258198,19.577813,LEO Ground Station
Tester1,,,42.4140158,-71.123,LEO Ground Station
V31SH,,,17.890881,-87.980121,LEO Ground Station
shiggy@iprimus.com.au,,,-32.11875,115.9375,LEO Ground Station
F6HDW,,,42.817,1.584,LEO Ground Station
Hummingbird,,,39.7909343,-83.999431,LEO Ground Station
TEC-SC,,,10.367497,-84.512909,LEO Ground Station
SatTech,,,30.716,104.113,LEO Ground Station
9H1Y-70cm-PlanarFace-FR4_ETPAx4,,,35.896,14.475,LEO Ground Station
CSU test station v0,,,43.636566,3.843127,LEO Ground Station
Hvezdarna barona Artura Krause,,,50.0255,15.767,LEO Ground Station
MSRS-GKL,,,47.668509,9.392484,LEO Ground Station
2M0SQL,,,57.657408,-3.305588,LEO Ground Station
Chabot Space and Science Center,,,37.818732,-122.180725,LEO Ground Station
XTOPHE,,,48.8765,2.18967,LEO Ground Station
yb3mbn,,,-6.2292,106.9583,LEO Ground Station
KEREL-UHF-NRW,,,63.854,20.208,LEO Ground Station
PA2EON,,,47.167296,0.240385,LEO Ground Station
Grevena Station,,,40.083,21.427,LEO Ground Station
The Best Station,,,42.364526,-71.090655,LEO Ground Station
F0FYF,,,45.941,6.184,LEO Ground Station
HooverPP,,,11.562108,104.888535,LEO Ground Station
Derby Central,,,52.9405,-1.5044,LEO Ground Station
DF0HSA,,,48.354816,10.904797,LEO Ground Station
CWVRPi3vhf,,,38.353,-81.687,LEO Ground Station
maison,,,47.289455,5.103811,LEO Ground Station
DU Amateur Ground Station (DU-AGS),,,23.7273892,90.4010009,LEO Ground Station
RIYADH2,,,24.771,46.708,LEO Ground Station
F6KKR,,,48.635,1.829,LEO Ground Station
WA4OSH-UHF,,,47.5751886,-122.1680046,LEO Ground Station
Tetsu-JA0CAW,,,37.92083,139.12151,LEO Ground Station
RealityBoffins,,,53.259,-3.979,LEO Ground Station
nz2z,,,34.0069,-84.6347,LEO Ground Station
Nikolay Kolev,,,51.8,10.6,LEO Ground Station
Sofia,,,42.4151,23.1926,LEO Ground Station
Tamalpais 1,,,37.896376,-122.534062,LEO Ground Station
ZL1WJQ,,,-37.174699,174.841639,LEO Ground Station
YHZK,,,38.0650049521,106.286416513,LEO Ground Station
Fondovi Zhilishta,,,42.715856,23.302959,LEO Ground Station
Calwich,,,52.9813,-1.8243,LEO Ground Station
UAC Lab,,,50.811758,7.574069,LEO Ground Station
G7ODQ-pi,,,50.741,-1.825,LEO Ground Station
SFGS,,,37.747113,-122.414176,LEO Ground Station
NE-Madison,,,43.1392,-89.3159,LEO Ground Station
Lititz,,,40.1324,-76.3058,LEO Ground Station
Rocinante,,,50.82612,12.93976,LEO Ground Station
Nepal-PQ1 Orion Space,,,27.6772,85.4394,LEO Ground Station
Ladd Observatory,,,41.8391,71.3991,LEO Ground Station
Brown Space Engineering,,,41.8268,-71.4025,LEO Ground Station
KJ7SU - Prime,,,45.462,-122.727,LEO Ground Station
EA4GPZ,,,40.595862,-3.699246,LEO Ground Station
SV1QVI,,,38.0237897,23.7188269,LEO Ground Station
padaka-ground-station,,,51.128,17.025,LEO Ground Station
Parnonas,,,37.26,22.5867,LEO Ground Station
SM6TLX,,,58.351898,11.947782,LEO Ground Station
t1st,,,12.345678,98.7654321,LEO Ground Station
SA7ADV,,,56.194706,13.34883,LEO Ground Station
Motionlab2m,,,52.493795,13.448634,LEO Ground Station
ChrisB,,,53.312,-1.1,LEO Ground Station
Thrakis,,,38.009,23.808,LEO Ground Station
Hackerspace.gr 2,,,38.017,23.731,LEO Ground Station
SpaceBoX,,,13.06058,77.58774,LEO Ground Station
OZ3CC 70cm under construction,,,56.027372,12.593938,LEO Ground Station
GP,,,59.848,17.747,LEO Ground Station
Greencore Sabana,,,9.93950848,-84.0959299,LEO Ground Station
SM7I,,,55.6005073,13.0798505,LEO Ground Station
YC2SAT_test,,,-7.021324,110.397031,LEO Ground Station
SV3EXP - Kapeleto KM08 - L band Active Heli,,,38.00543,21.3433,LEO Ground Station
Yagi-north,,,59.848,17.747,LEO Ground Station
exp-rot-msk,,,55.61055,36.898506,LEO Ground Station
KE8FZT - VHF,,,42.209,-85.607,LEO Ground Station
W5SAT_VHF,,,36.0494,-115.1427,LEO Ground Station
SV3EXP - Kapeleto - L-Band,,,38.003,21.343,LEO Ground Station
Jns,,,62.0,29.8,LEO Ground Station
MW6CYK,,,53.177,-4.05,LEO Ground Station
Motionlab70cm,,,52.493795,13.448634,LEO Ground Station
Grevena Station 2,,,40.08374,21.427395,LEO Ground Station
Kedros Observatory,,,40.10102,21.38813,LEO Ground Station
WB2MNF QTH,,,39.842778,-75.115,LEO Ground Station
EA6XQ,,,39.317898,2.995534,LEO Ground Station
CIC,,,40.443965,-79.940572,LEO Ground Station
Roach,,,50.82612,12.93976,LEO Ground Station
okueng's station,,,46.530188,6.624388,LEO Ground Station
Neterra Sofia Teleport,,,42.656,23.369,LEO Ground Station
Nedap Test,,,52.037158,6.624492,LEO Ground Station
Skopelos,,,39.1218353,23.726344,LEO Ground Station
SQ2DK- Test,,,54.5963333,18.34,LEO Ground Station
MotionlabDev,,,52.493795,13.448634,LEO Ground Station
ON4KTU,,,50.6691096662,3.91066084903,LEO Ground Station
ZR6TG Development Test Station,,,-26.709,27.834,LEO Ground Station
KF6ZEO-1,,,37.254,-121.98,LEO Ground Station
El Campello Ground Station,,,38.398721,-0.40661,LEO Ground Station
Nedap - Groenlo 02 - UHF Cross Yagi,,,52.0419627,6.6113711,LEO Ground Station
ROWNY,,,54.376,-6.181,LEO Ground Station
spacepi01,,,52.037517,6.625241,LEO Ground Station
spacepi02,,,52.037517,6.625241,LEO Ground Station
spacepi04,,,52.037517,6.625241,LEO Ground Station
EV,,,36.785366,34.581023,LEO Ground Station
SATCOM North Shore,,,42.8065717,-70.9730852,LEO Ground Station
orbres,,,49.25393,-122.913525,LEO Ground Station
Helsinki Hacklab,,,60.2220032462,24.851911068,LEO Ground Station
JUANPE LOZANO,,,39.575247,2.631208,LEO Ground Station
TA5AHO,,,36.7827279507512,34.6106245599174,LEO Ground Station
Test Station One,,,29.4241,98.4936,LEO Ground Station
Alyne House,,,50.91995,-1.40841,LEO Ground Station
SP2ZIE - 70cm,,,54.52383,18.5135,LEO Ground Station
EA5BZ - Elche,,,38.2768,-0.6711,LEO Ground Station
KO2F-Test-1,,,38.555972,-78.062523,LEO Ground Station
Lancaster UK,,,54.032805,-2.780874,LEO Ground Station
TA2P,,,39.88327,32.849961,LEO Ground Station
sm4yzv,,,60.9374023,14.467513,LEO Ground Station
Makers of murcia - VHF,,,38.0133167,-1.173178,LEO Ground Station
Brigid Builders,,,39.70432095,-83.9433116,LEO Ground Station
Ozarks-01,,,38.351885,-93.413134,LEO Ground Station
El_Nido,,,-34.918,-56.166,LEO Ground Station
Stavros Leontaritis  SV3CIX,,,37.31,22.51,LEO Ground Station
VHF/UHF-stationary,,,56.844778,60.591733,LEO Ground Station
N6IMF,,,34.212702,-118.370977,LEO Ground Station
OD5RI,,,33.9131012,35.68439865,LEO Ground Station
kk6eng-0,,,47.854,-99.469,LEO Ground Station
F5SNV,,,46.9778,3.0969,LEO Ground Station
NKA-SATNOGS,,,48.2295,-77.95,LEO Ground Station
F/EB2AT,,,43.789475,-1.402423,LEO Ground Station
A-Town QTH,,,37.989492,23.787308,LEO Ground Station
A-Town QTH,,,37.989492,23.787308,LEO Ground Station
VHF/UHF-stationary,,,55.759614,37.855937,LEO Ground Station
Ben,,,51.104298,5.17646,LEO Ground Station
PA2LEN-VHF,,,51.41,5.55,LEO Ground Station
Dolni Vlkys1,,,49.784,13.286,LEO Ground Station
groundstation,,,52.81,-0.04,LEO Ground Station
KB5MU,,,32.955,-117.206,LEO Ground Station
Valpo-test,,,41.462561,-87.038261,LEO Ground Station
CX8AF,,,-34.85584,-56.16669,LEO Ground Station
AC3EN,,,40.0376,-75.3492,LEO Ground Station
KC3NNB,,,40.04,-75.35,LEO Ground Station
Home,,,43.52,-84.11,LEO Ground Station
COSPAR 8049,,,49.4348,-123.668,LEO Ground Station
Home,,,39.303945,-84.265774,LEO Ground Station
Nedap - Groenlo 01 - UHF Cross Yagi,,,52.037517,6.625241,LEO Ground Station
W4USH-1,,,35.1,-80.1,LEO Ground Station
Aardvark Ground Station #2,,,49.2842,-123.0212,LEO Ground Station
CyberOps,,,-34.9533,138.603,LEO Ground Station
KB9JHU-Experimental,,,39.236,-86.305,LEO Ground Station
Testing station for antenna development,,,60.239168,24.883569,LEO Ground Station
dalem,,,52.7195106,5.7278746,LEO Ground Station
UnoVGUStazione,,,11.0549,106.665905,LEO Ground Station
VK5KJP-VHF,,,-34.87,138.501,LEO Ground Station
M0IVA_gs_01,,,52.048067,-0.687673,LEO Ground Station
FraunhoferEMI,,,48.0009,7.8467,LEO Ground Station
W4CX,,,35.832,-78.645,LEO Ground Station
I3VFJ,,,45.726034,12.262917,LEO Ground Station
CyberOps II,,,-34.928497,138.600739,LEO Ground Station
Ladd Observatory,,,41.839157,-71.398982,LEO Ground Station
LU1HKO,,,-31.4375,-64.2084,LEO Ground Station
KK4YEL,,,28.417091,-80.709246,LEO Ground Station
WB4NLD,,,36.069176,-87.1169334,LEO Ground Station
Sergio Arboleda 5K3USA,,,4.661182,-74.059708,LEO Ground Station
DL1SAA,,,48.934,9.193,LEO Ground Station
YD8NYJ,,,-0.906134,119.877279,LEO Ground Station
SATNOGSCYPRUS,,,34.967918,33.868938,LEO Ground Station
Deathstar Beacon 01,,,49.342193,8.6597418,LEO Ground Station
OZ7JL_2m,,,56.0772,9.7033,LEO Ground Station
PA1RB - Geldrop Netherlands,,,51.417,5.575,LEO Ground Station
G7KSE UHF,,,54.488,-3.588,LEO Ground Station
mobile-test,,,52.7,5.7,LEO Ground Station
VK5KJP-UHF,,,-34.87,138.5017,LEO Ground Station
dh7yax,,,51.563,7.629,LEO Ground Station
VK5PP,,,-34.8,138.36,LEO Ground Station
CyberOps III,,,-34.953,138.603,LEO Ground Station
ON4LS,,,50.485,4.885,LEO Ground Station
Chicago2,,,41.814,-87.709,LEO Ground Station
Yale Undergraduate Aerospace Association,,,41.3083,-72.9279,LEO Ground Station
TWUSAIL,,,41.89934,-87.64517,LEO Ground Station
Orion,,,59.59976,16.609376,LEO Ground Station
Strix01,,,-25.766552,28.332981,LEO Ground Station
Strix02,,,-25.766552,28.332981,LEO Ground Station
EA4GSX,,,40.505,-3.531,LEO Ground Station
Nova Test Station,,,40.0376,-75.3492,LEO Ground Station
dd6ee,,,52.43,13.223,LEO Ground Station
UA-Ground-Station,,,33.21327,-87.54468,LEO Ground Station
JSOC,,,48.3307,17.4543,LEO Ground Station
honey,,,52.24523,21.27122,LEO Ground Station
EA8CXN,,,28.4540928,-16.4569088,LEO Ground Station
mizar,,,32.94,-96.47,LEO Ground Station
PKPingu Ground Station,,,30.1615,71.4138,LEO Ground Station
KK4LYH JAX,,,30.271,-81.542,LEO Ground Station
K2MTS,,,42.64,-73.571,LEO Ground Station
ce3vna,,,-33.2914,-70.4922,LEO Ground Station
Damith,,,7.0739,79.9149,LEO Ground Station
TEONITE-002,,,53.468937,14.562916,LEO Ground Station
EA4BFK-SAT,,,40.517126,-3.92045,LEO Ground Station
VK5KJP-experimental,,,-34.2876,137.9877,LEO Ground Station
sa0bxi-0,,,59.63,17.8348,LEO Ground Station
TA2ANK,,,39.887351,32.848974,LEO Ground Station
SR1GEO_RACK02,,,53.341,15.058,LEO Ground Station
Petarda-GS,,,52.231644,21.036637,LEO Ground Station
Twin Lakes,,,42.532145,-88.2083,LEO Ground Station
VU3RGP Groundstation @ Palakkad,,,10.810236,76.631208,LEO Ground Station
ET UPB,,,-17.399306,-66.21875,LEO Ground Station
Lot14,,,-34.919991,138.60901,LEO Ground Station
SP1KM_VHF,,,53.344,14.873,LEO Ground Station
AstroHD,,,48.833,8.839,LEO Ground Station
IZ7BOJ,,,41.248,16.421,LEO Ground Station
F5HSV,,,43.4,-1.35,LEO Ground Station
jle-tum-VHF,,,48.2667,11.6681,LEO Ground Station
KD0IJP,,,37.7493,-97.0765,LEO Ground Station
Austral-CL,,,-41.535856,-73.049121,LEO Ground Station
Korea Aerospace University (KAUVCG),,,37.600615,126.864732,LEO Ground Station
K0FFY,,,41.5506,-93.7689,LEO Ground Station
F5SMP,,,43.795,-1.401,LEO Ground Station
INPE (Brasil - Natal/RN),,,-5.836134,-35.2076041,LEO Ground Station
The_Hot_Spot,,,-34.918,-56.166,LEO Ground Station
Tanton Base,,,49.37737,-123.28131,LEO Ground Station
DL1MX - Buntenbock,,,51.77733,10.33085,LEO Ground Station
HG5APZ Jozsefkrt64,,,47.48,19.07,LEO Ground Station
F6HDW,,,42.817,1.584,LEO Ground Station
South Window,,,55.47977763,8.43879819,LEO Ground Station
Nitin VU2CAN,,,16.6875,74.2084,LEO Ground Station
Bolivia,,,-17.4,-63.3,LEO Ground Station
Alguer,,,41.4211,2.1541,LEO Ground Station
9Z4RG Woodbrook,,,10.663056,-61.523333,LEO Ground Station
cuc_park,,,40.443965,-79.940572,LEO Ground Station
HA3BT-2.0,,,46.7292,18.0417,LEO Ground Station
blabs-satnogs-nr1,,,39.146382,-86.533863,LEO Ground Station
HBcomm,,,49.6,15.56,LEO Ground Station
K7TAB GS,,,33.7292,-111.9583,LEO Ground Station
SatNOGS Ground Station - KD2NFC,,,40.586,-74.157,LEO Ground Station
StSavin,,,45.803,5.317,LEO Ground Station
caelum1,,,53.8,9.6,LEO Ground Station
PKPingu Test Station BB,,,30.16157,71.41381,LEO Ground Station
on5pt,,,50.423,4.807,LEO Ground Station
M0SZT UHF,,,53.0027,-2.1794,LEO Ground Station
ladam,,,49.047,17.527,LEO Ground Station
Flagstaff Hill,,,-35.051,138.605,LEO Ground Station
A65DC Dubai,,,25.036748,55.167698,LEO Ground Station
sq3auv_home,,,52.458315,16.9477003,LEO Ground Station
on5pt,,,50.4228,4.8072,LEO Ground Station
F1GMA,,,48.82742,2.581849,LEO Ground Station
ON5PT,,,50.4228,4.8072,LEO Ground Station
OZ1SEJ-1,,,55.785234,12.32577,LEO Ground Station
Kochab experimental station,,,47.842,1.91,LEO Ground Station
W8TAU's original (very) humble station,,,43.145,-85.627,LEO Ground Station
TA-1 Turnstile SAT cross dipole 137-152MHz,,,40.64,22.95,LEO Ground Station
Blinkwerk Marienfelde,,,52.4100048,13.3806022,LEO Ground Station
EB1AO - VHF IN TEST,,,42.175,-8.7083,LEO Ground Station
mumbai-gs,,,19.048,73.078,LEO Ground Station
KP4CA,,,18.296,-67.162,LEO Ground Station
EA4UC,,,40.447022,-3.59923,LEO Ground Station
Saclay1,,,48.728034,2.148761,LEO Ground Station
Niederscherli,,,46.885628,7.387966,LEO Ground Station
IK1JNS-VHF,,,44.04,8.22,LEO Ground Station
MW6DHN,,,53.19099,-4.05784,LEO Ground Station
LuSpace_NL,,,52.159,4.4888,LEO Ground Station
Ground Station IFSC,,,-27.673417,-48.646167,LEO Ground Station
SV9SEY,,,35.312,25.173,LEO Ground Station
IFSC-SJ,,,-27.6085244,-48.6334304,LEO Ground Station
KGS46148,,,39.806662,-85.480103,LEO Ground Station
SQ3DHO Ground Station,,,52.37,16.675,LEO Ground Station
"W4WWW York Cty, PA USA",,,39.7379,-76.7014,LEO Ground Station
ON5FB,,,50.711,4.548,LEO Ground Station
schoolmsu_station,,,55.6949,37.5243,LEO Ground Station
Universidad UTE,,,-0.183,-78.493,LEO Ground Station
Toptranslation 01,,,53.553859,9.9997827,LEO Ground Station
Dario,,,45.3932,13.4943,LEO Ground Station
Makers of murcia - UHF,,,38.013,-1.173,LEO Ground Station
SJK,,,51.458657,-0.209357,LEO Ground Station
YO3HCM,,,44.4306888,26.0538615,LEO Ground Station
WZ3HMT,,,42.026,-79.892,LEO Ground Station
blabs-satnogs-nr2,,,39.146,-86.534,LEO Ground Station
AP2AJM,,,33.6116,73.1307,LEO Ground Station
TT Kita9,,,33.8932,130.8399,LEO Ground Station
arthur,,,54.957139,-1.473354,LEO Ground Station
Iskenderun Roof QFH,,,36.580138,36.189423,LEO Ground Station
YFK-Rotator,,,37.956,23.765,LEO Ground Station
ON4API,,,50.931117,3.092308,LEO Ground Station
k7fle,,,45.512,-122.615,LEO Ground Station
VK5RX,,,-34.905,138.662,LEO Ground Station
kunio aiki,,,35.021,136.986,LEO Ground Station
CPS_RMIT,,,-37.677,145.07413,LEO Ground Station
DParabole,,,48.893995,2.387856,LEO Ground Station
RpiSatNogs,,,33.703,-83.92,LEO Ground Station
N1SER,,,30.260274,-81.475566,LEO Ground Station
Anteater,,,33.644703,-117.841113,LEO Ground Station
W7KKE,,,45.01,-124.01,LEO Ground Station
AD7NP,,,47.6458,-122.2084,LEO Ground Station
M0MMS Heidelberg,,,49.405376,8.69109,LEO Ground Station
kentaur,,,49.42,17.24,LEO Ground Station
VK7HPC,,,-43.1218,147.2285,LEO Ground Station
SWSU,,,51.738,36.148,LEO Ground Station
LU7DZ,,,-34.804549,-58.387876,LEO Ground Station
SWSU Omnidirectional,,,51.738,36.148,LEO Ground Station
mahesh_vu2iia,,,19.232,72.8277,LEO Ground Station
N8SOT,,,43.090485,-85.24183,LEO Ground Station
Pmox,,,-27.867089,153.29042,LEO Ground Station
QFH Meteo,,,47.9667,7.4,LEO Ground Station
Monkey One,,,45.505,-122.583,LEO Ground Station
UTAA-Astro,,,39.9455,32.689,LEO Ground Station
PA1HUN Home QTH,,,51.933534,4.514382,LEO Ground Station
ORION Space Main Station,,,27.679,85.41,LEO Ground Station
NepSat Ground Station,,,27.698884,85.272725,LEO Ground Station
CU2JX,,,37.761,-25.66,LEO Ground Station
FY/LamaBleu,,,4.9,-52.5,LEO Ground Station
DL1SSK Experimental,,,49.199,7.891,LEO Ground Station
Mahmoud Omari,,,32.0142,35.9609,LEO Ground Station
BH-01,,,43.857,18.422,LEO Ground Station
test,,,45.0,15.0,LEO Ground Station
provastation,,,0.0,0.0,LEO Ground Station
TEC-CA,,,9.8532,-83.9059,LEO Ground Station
blabs-satnogs-nr3,,,39.146,-86.534,LEO Ground Station
Test1,,,44.999721,-93.417049,LEO Ground Station
Delwar,,,90.0,90.0,LEO Ground Station
Sirius,,,43.414216,39.950269,LEO Ground Station
SLU_SSRL,,,38.64,-90.23,LEO Ground Station
TUM CST,,,47.062005,28.868088,LEO Ground Station
KN4LAY-1,,,35.05442,-78.883659,LEO Ground Station
MW6CYK_HS_TESTING,,,53.177,-4.05,LEO Ground Station
OZ3RF,,,57.0116,9.9762,LEO Ground Station
"PN Campus Ground Station, Pokhara-ORION Space",,,28.2419,83.9918,LEO Ground Station
